title,price,publisher,units
Justice League,3.99,DC,138576.0
Batman,2.99,DC,130492.0
Action Comics,3.99,DC,105088.0
Detective Comics,2.99,DC,99342.0
Green Lantern,2.99,DC,97878.0
Batman The Dark Knight,2.99,DC,76824.0
Superman,2.99,DC,73719.0
Flash,2.99,DC,71611.0
Batman And Robin,2.99,DC,65507.0
Aquaman,2.99,DC,65094.0
Uncanny X-Men,3.99,Marvel,63477.0
Uncanny X-Men,3.99,Marvel,63175.0
Wolverine And X-Men,3.99,Marvel,59530.0
Wolverine,4.99,Marvel,58681.0
Avengers X-Sanction,3.99,Marvel,58578.0
Wonder Woman,2.99,DC,57626.0
Amazing Spider-Man,3.99,Marvel,57186.0
Avengers,3.99,Marvel,54803.0
Teen Titans,2.99,DC,54606.0
Amazing Spider-Man,3.99,Marvel,54252.0
Scarlet Spider,3.99,Marvel,53410.0
New Avengers,3.99,Marvel,52910.0
Avenging Spider-Man,3.99,Marvel,52371.0
Green Lantern New Guardians,2.99,DC,52305.0
Batwoman,2.99,DC,51924.0
Batgirl,2.99,DC,51327.0
Uncanny X-Force,3.99,Marvel,51054.0
Nightwing,2.99,DC,50436.0
Uncanny X-Force,2.99,Marvel,50399.0
Ultimate Comics Spider-Man,3.99,Marvel,49840.0
Deadpool,2.99,Marvel,49567.0
Green Lantern Corps,2.99,DC,48679.0
Captain America,3.99,Marvel,46954.0
Avengers Annual,4.99,Marvel,46244.0
Incredible Hulk,3.99,Marvel,45876.0
Fantastic Four,2.99,Marvel,45131.0
Swamp Thing,2.99,DC,43806.0
Daredevil,2.99,Marvel,43494.0
FF,2.99,Marvel,42609.0
Red Lanterns,2.99,DC,42293.0
Wolverine And X-Men Alpha And Omega,3.99,Marvel,40340.0
Catwoman,2.99,DC,39631.0
Defenders,3.99,Marvel,38935.0
X-Men,3.99,Marvel,38719.0
Red Hood And The Outlaws,2.99,DC,38304.0
Secret Avengers,3.99,Marvel,38082.0
X-Men Legacy,2.99,Marvel,37577.0
Mighty Thor,3.99,Marvel,37487.0
Supergirl,2.99,DC,37301.0
X-Men Legacy,2.99,Marvel,37160.0
Justice League International,2.99,DC,37032.0
Justice League Dark,2.99,DC,36896.0
Animal Man,2.99,DC,36516.0
Secret Avengers,2.99,Marvel,35320.0
Invincible Iron Man,3.99,Marvel,35159.0
Ultimate Comics Ultimates,3.99,Marvel,34865.0
Ultimate Comics X-Men,3.99,Marvel,33975.0
Superboy,2.99,DC,33677.0
