title,price,publisher,units
Batman,2.99,DC,138853.0
All Star Batman,4.99,DC,137748.0
Batman,2.99,DC,135585.0
Civil War II,4.99,Marvel,120208.0
Justice League,2.99,DC,94548.0
Walking Dead,2.99,Image,94316.0
Trinity,2.99,DC,93797.0
Supergirl,2.99,DC,90247.0
Suicide Squad,2.99,DC,89575.0
Justice League,2.99,DC,89342.0
Teen Titans Rebirth,2.99,DC,84919.0
Detective Comics,2.99,DC,82953.0
Flash,2.99,DC,82930.0
Suicide Squad,2.99,DC,82623.0
Star Wars,3.99,Marvel,82570.0
Harley Quinn,2.99,DC,81635.0
Detective Comics,2.99,DC,80897.0
Flash,2.99,DC,78057.0
Doom Patrol,3.99,DC,76225.0
Superman,2.99,DC,76124.0
Wonder Woman,2.99,DC,74856.0
Harley Quinn,2.99,DC,73678.0
Superman,2.99,DC,72867.0
Amazing Spider-Man,3.99,Marvel,71159.0
Wonder Woman,2.99,DC,70118.0
Nightwing,2.99,DC,69938.0
Batman Beyond Rebirth,2.99,DC,67929.0
Spider-Man Deadpool,3.99,Marvel,65502.0
Titans,2.99,DC,64248.0
Nightwing,2.99,DC,64229.0
Cyborg Rebirth,2.99,DC,64169.0
Action Comics,2.99,DC,60824.0
Deadpool,3.99,Marvel,59027.0
Black Panther,3.99,Marvel,58746.0
Action Comics,2.99,DC,58439.0
Green Lanterns,2.99,DC,58346.0
Cyborg,2.99,DC,56280.0
Green Lanterns,2.99,DC,55367.0
Deathstroke,2.99,DC,55343.0
Green Arrow,2.99,DC,55330.0
Hal Jordan and the Green Lantern Corps,2.99,DC,54815.0
Doctor Strange,3.99,Marvel,53718.0
Green Arrow,2.99,DC,52794.0
Blue Beetle,2.99,DC,52231.0
Deadpool Annual,4.99,Marvel,51609.0
Hal Jordan and the Green Lantern Corps,2.99,DC,50935.0
Captain America Steve Rogers,3.99,Marvel,50536.0
Superwoman,2.99,DC,50436.0
Star Wars Poe Dameron,3.99,Marvel,50275.0
Red Hood and the Outlaws,2.99,DC,49943.0
Deathstroke,2.99,DC,49916.0
Aquaman,2.99,DC,49903.0
Batgirl and the Birds of Prey,2.99,DC,49166.0
Invincible Iron Man,3.99,Marvel,48394.0
Saga,2.99,Image,48106.0
Deadpool,3.99,Marvel,47948.0
Old Man Logan,3.99,Marvel,47248.0
Aquaman,2.99,DC,47005.0
Batgirl,2.99,DC,46891.0
Mighty Thor,3.99,Marvel,46434.0
All New All Different Avengers,3.99,Marvel,45509.0
Doctor Strange Annual,4.99,Marvel,44778.0
Spider-Man,3.99,Marvel,44745.0
Uncanny X-Men,3.99,Marvel,42748.0
Civil War II Amazing Spider-Man,3.99,Marvel,41899.0
Moon Knight,3.99,Marvel,41884.0
New Super Man,2.99,DC,41796.0
Hellblazer,2.99,DC,40749.0
Uncanny X-Men,3.99,Marvel,39825.0
Extraordinary X-Men,3.99,Marvel,39265.0
Daredevil,3.99,Marvel,39135.0
Extraordinary X-Men Annual,4.99,Marvel,38871.0
Star Wars Force Awakens Adaptation,3.99,Marvel,38079.0
Punisher,3.99,Marvel,38052.0
Deadpool Vs Gambit,3.99,Marvel,36316.0
All New Wolverine,3.99,Marvel,35481.0
Uncanny Avengers,3.99,Marvel,34996.0
All New X-Men,3.99,Marvel,34687.0
Spider-Gwen,3.99,Marvel,34004.0
Civil War II X-Men,3.99,Marvel,33653.0
Seven To Eternity,3.99,Image,32790.0
Guardians of Galaxy,3.99,Marvel,32373.0
Paper Girls,2.99,Image,32320.0
Deadpool and Mercs For Money,3.99,Marvel,30078.0
Revolution,3.99,IDW,28985.0
Josie & The Pussycats,3.99,Archie,28769.0
Raven,2.99,DC,28374.0
Captain America Sam Wilson,3.99,Marvel,28158.0
Harley Quinn and Her Gang of Harleys,3.99,DC,27922.0
Ms Marvel,3.99,Marvel,27278.0
Totally Awesome Hulk,3.99,Marvel,26193.0
Scooby Apocalypse,3.99,DC,26170.0
Ultimates,3.99,Marvel,26030.0
Gwenpool,3.99,Marvel,25890.0
Civil War II Choosing Sides,3.99,Marvel,25885.0
Uncanny Inhumans,3.99,Marvel,25737.0
International Iron Man,3.99,Marvel,25496.0
New Avengers,3.99,Marvel,25425.0
Captain Marvel,3.99,Marvel,24753.0
Kill or Be Killed,3.99,Image,23812.0
A-Force,3.99,Marvel,23484.0
Mighty Morphin Power Rangers,3.99,Boom,23244.0
Civil War II Kingpin,3.99,Marvel,22396.0
Power Man and Iron Fist,3.99,Marvel,22189.0
Skybourne,3.99,Boom,22125.0
Gotham Academy Second Semester,2.99,DC,21765.0
Civil War II Ulysses,4.99,Marvel,21426.0
Spider-Man 2099,3.99,Marvel,21362.0
I Hate Fairyland,3.5,Image,21265.0
Outcast By Kirkman & Azaceta,2.99,Image,20886.0
Civil War II Gods of War,3.99,Marvel,20810.0
Silk,3.99,Marvel,20804.0
Snotgirl,2.99,Image,20527.0
Vision,3.99,Marvel,20142.0
Britannia,3.99,Valiant,19910.0
Carnage,3.99,Marvel,19786.0
Black Monday Murders,4.99,Image,19749.0
Teen Titans,2.99,DC,19540.0
X-Men 92,3.99,Marvel,19262.0
Karnak,3.99,Marvel,19126.0
Thunderbolts,3.99,Marvel,18229.0
Squadron Supreme,3.99,Marvel,17842.0
Batman Beyond,2.99,DC,17799.0
Spider-Woman,3.99,Marvel,17743.0
Astonishing Ant-Man,3.99,Marvel,17663.0
Rocket Raccoon and Groot,3.99,Marvel,17522.0
Spidey,3.99,Marvel,17399.0
Web Warriors,3.99,Marvel,16809.0
DC Comics Bombshells,3.99,DC,16685.0
Rocket Raccoon and Groot,3.99,Marvel,16505.0
Wicked & Divine 1831 One Shot Cvr A Mckelvie & Wilson,3.99,Image,16408.0
Descender,2.99,Image,16386.0
Venom Space Knight,3.99,Marvel,16193.0
Earth 2 Society,2.99,DC,16025.0
TMNT Ongoing,3.99,IDW,15670.0
Empress,3.99,Marvel,15624.0
All New Inhumans,3.99,Marvel,15489.0
X-O Manowar,4.99,Valiant,15452.0
Scarlet Witch,3.99,Marvel,15388.0
Invader Zim,3.99,Oni,15358.0
Power Rangers Pink,3.99,Boom,15077.0
Flintstones,3.99,DC,14910.0
Surgeon X,3.99,Image,14866.0
Mockingbird,3.99,Marvel,14751.0
Unbeatable Squirrel Girl,3.99,Marvel,14379.0
Archie,3.99,Archie,14341.0
Nova,3.99,Marvel,14341.0
Glitterbomb,3.99,Image,14105.0
Lady Mechanika La Dama De La Muerte,3.99,Benitez,14094.0
Agents of Shield,3.99,Marvel,13922.0
Frostbite,3.99,DC,13916.0
Black Hammer,3.99,Dark Horse,13656.0
Vote Loki,3.99,Marvel,13300.0
Suicide Squad Most Wanted El Diablo & Boomerang,4.99,DC,13089.0
Aliens Life and Death,3.99,Dark Horse,13022.0
Injustice Gods Among Us Year Five,2.99,DC,12782.0
My Little Pony Friendship Is Magic,3.99,IDW,12750.0
Injustice Gods Among Us Year Five,2.99,DC,12740.0
Rom Revolution,3.99,IDW,12692.0
Hellboy and BPRD 1954,3.99,Dark Horse,12662.0
Tank Girl Gold,3.99,Titan,12644.0
Eclipse,3.99,Image,12375.0
Rom,3.99,IDW,11906.0
Mask Revolution,3.99,IDW,11838.0
Black Science,3.99,Image,11810.0
Marvel Tsum Tsum,3.99,Marvel,11714.0
Everafter From the Pages of Fables,3.99,DC,11421.0
Patsy Walker Aka Hellcat,3.99,Marvel,11163.0
Wacky Raceland,3.99,DC,11162.0
Wonder Woman 77 Special,7.99,DC,10947.0
Micronauts Revolution,3.99,IDW,10880.0
Lady Killer 2,3.99,Dark Horse,10798.0
Rick & Morty,3.99,Oni,10652.0
