title,price,publisher,units
Action Comics,7.99,DC,449787.0
Amazing Spider-Man,3.99,Marvel,233235.0
Amazing Spider-Man,3.99,Marvel,192609.0
Hunt For Wolverine,5.99,Marvel,138584.0
Batman,2.99,DC,125849.0
Venomized,4.99,Marvel,103720.0
Batman,2.99,DC,96448.0
Domino,3.99,Marvel,89107.0
Captain America,5.99,Marvel,77776.0
Walking Dead,3.99,Image,73978.0
Batman White Knight,3.99,DC,73194.0
Infinity Countdown,4.99,Marvel,67963.0
Avengers,3.99,Marvel,59623.0
Star Wars,3.99,Marvel,59335.0
Mighty Thor,3.99,Marvel,56632.0
X-Men Red,3.99,Marvel,56531.0
Avengers,3.99,Marvel,52027.0
Thanos,3.99,Marvel,51259.0
Star Wars Darth Vader,3.99,Marvel,51093.0
Detective Comics,2.99,DC,51083.0
Detective Comics,2.99,DC,50049.0
Immortal Men,2.99,DC,48567.0
Avengers,3.99,Marvel,47988.0
Star Wars Darth Vader,3.99,Marvel,47956.0
Spawn,2.99,Image,46823.0
Avengers,4.99,Marvel,46698.0
Flash,2.99,DC,45626.0
Flash,2.99,DC,45402.0
Oblivion Song By Kirkman & De Felici,3.99,Image,44565.0
Venomized,3.99,Marvel,44551.0
Justice League,2.99,DC,43423.0
Thanos Annual,4.99,Marvel,43395.0
Justice League,2.99,DC,42959.0
Superman,2.99,DC,42493.0
Venomized,3.99,Marvel,42420.0
Venomized,3.99,Marvel,42122.0
Superman,2.99,DC,41927.0
X-Men Gold,4.99,Marvel,39579.0
Mister Miracle,3.99,DC,39326.0
Deathstroke,3.99,DC,38956.0
Saga,2.99,Image,38094.0
Old Man Logan,3.99,Marvel,37955.0
X-Men Gold,3.99,Marvel,37490.0
X-Men Blue,4.99,Marvel,36952.0
Weapon H,3.99,Marvel,36809.0
True Believers Infinity Gauntlet,1.0,Marvel,36458.0
Wonder Woman,2.99,DC,34606.0
Star Wars Thrawn,3.99,Marvel,34345.0
Wonder Woman,2.99,DC,34296.0
Marvel Two-In-One,3.99,Marvel,34198.0
Invincible Iron Man,3.99,Marvel,33976.0
Exiles,3.99,Marvel,33953.0
Curse of Brimstone,2.99,DC,33707.0
Peter Parker Spectacular Spider-Man,3.99,Marvel,33442.0
Venom,3.99,Marvel,32364.0
Avengers Shards of Infinity,3.99,Marvel,32167.0
All New Wolverine,3.99,Marvel,31709.0
X-Men Blue,3.99,Marvel,31165.0
Batman and the Signal,3.99,DC,31003.0
Harley Quinn,2.99,DC,30838.0
Supergirl,3.99,DC,30787.0
Astonishing X-Men,3.99,Marvel,30616.0
Harley Quinn,2.99,DC,30229.0
True Believers Thanos The First,1.0,Marvel,30225.0
Batman Teenage Mutant Ninja Turtles II,3.99,DC,30170.0
Doctor Strange,3.99,Marvel,30155.0
Daredevil,3.99,Marvel,30153.0
Terrifics,2.99,DC,30134.0
Venom,3.99,Marvel,30118.0
Titans,3.99,DC,29018.0
Star Wars Doctor Aphra,3.99,Marvel,28888.0
Hal Jordan and the Green Lantern Corps,2.99,DC,28427.0
Brave & The Bold Batman & Wonder Woman,3.99,DC,28209.0
Justice League of America,2.99,DC,28156.0
Hal Jordan and the Green Lantern Corps,2.99,DC,27871.0
Doctor Strange Damnation,4.99,Marvel,27670.0
Super Sons,3.99,DC,27667.0
Suicide Squad,2.99,DC,27170.0
New Mutants Dead Souls,3.99,Marvel,26775.0
Old Man Hawkeye,3.99,Marvel,26649.0
Justice League of America,2.99,DC,26386.0
Black Panther,3.99,Marvel,26345.0
Nightwing,2.99,DC,26323.0
Teen Titans,3.99,DC,26124.0
Nightwing,2.99,DC,25986.0
Rick & Morty,3.99,Oni,25952.0
Titans Annual,4.99,DC,25563.0
All New Wolverine,3.99,Marvel,25088.0
Despicable Deadpool,3.99,Marvel,25050.0
Doctor Strange,3.99,Marvel,24877.0
Isola,3.99,Image,24716.0
Green Lanterns,2.99,DC,24528.0
Spider-Man,3.99,Marvel,24383.0
Despicable Deadpool,3.99,Marvel,24244.0
Xerxes Fall of House of Darius,4.99,Dark Horse,24210.0
Green Lanterns,2.99,DC,24173.0
Suicide Squad,2.99,DC,24141.0
Star Wars Poe Dameron,3.99,Marvel,23760.0
Exiles,3.99,Marvel,23749.0
Weapon X,3.99,Marvel,23695.0
Aquaman,3.99,DC,23594.0
Spider-Man Deadpool,3.99,Marvel,23287.0
Punisher,3.99,Marvel,23225.0
Moon Knight,3.99,Marvel,23097.0
Batman Creature of the Night,5.99,DC,22529.0
Trinity,3.99,DC,22319.0
True Believers Venom Vs. Spider-Man,1.0,Marvel,22128.0
Kick-Ass,3.99,Image,21969.0
Trinity,3.99,DC,21953.0
Incredible Hulk,3.99,Marvel,21528.0
Sonic The Hedgehog,3.99,IDW,21362.0
Green Arrow,3.99,DC,21269.0
True Believers Rebirth of Thanos,1.0,Marvel,20442.0
Gideon Falls,3.99,Image,20200.0
Damage,2.99,DC,20166.0
Sideways,2.99,DC,19890.0
True Believers Avengers Vs. Thanos,1.0,Marvel,19692.0
Red Hood and the Outlaws,3.99,DC,19590.0
True Believers Infinity War,1.0,Marvel,19308.0
Rise of Black Panther,3.99,Marvel,19289.0
Hit-Girl,3.99,Image,18633.0
Cable,3.99,Marvel,18023.0
Spider-Gwen,3.99,Marvel,17995.0
Champions,3.99,Marvel,17922.0
Amazing Spider-Man Renew Your Vows,3.99,Marvel,17918.0
Mera Queen of Atlantis,3.99,DC,17729.0
Batgirl,3.99,DC,17596.0
Rogue & Gambit,3.99,Marvel,17501.0
True Believers Thanos Rising,1.0,Marvel,17479.0
I Hate Fairyland,3.99,Image,17373.0
Batman Sins of the Father,2.99,DC,16901.0
True Believers Carol Danvers,1.0,Marvel,16492.0
Batman Beyond,3.99,DC,16335.0
Kill or Be Killed,3.99,Image,16240.0
Silencer,2.99,DC,16145.0
Ben Reilly Scarlet Spider,3.99,Marvel,16027.0
Amazing Spider-Man,3.99,Marvel,15769.0
Batwoman,3.99,DC,15560.0
Analog,3.99,Image,15183.0
John Wick,3.99,Dynamite,15102.0
Batgirl and the Birds of Prey,3.99,DC,15075.0
Mighty Morphin Power Rangers,3.99,Boom,15041.0
Neil Gaiman American Gods My Ainsel,3.99,Dark Horse,14958.0
Sonic The Hedgehog,3.99,IDW,14684.0
Black Hammer Age of Doom,3.99,Dark Horse,14607.0
Iron Fist,3.99,Marvel,13895.0
Tales of Suspense,3.99,Marvel,13798.0
Sonic The Hedgehog,3.99,IDW,13779.0
Raven Daughter of Darkness,3.99,DC,13764.0
Iron Fist,3.99,Marvel,13645.0
Ms. Marvel,3.99,Marvel,13588.0
Sonic The Hedgehog,3.99,IDW,13225.0
Mighty Morphin Power Rangers 2018 Annual,7.99,Boom,12968.0
Runaways,3.99,Marvel,12963.0
Doom Patrol,3.99,DC,12937.0
Msh Adventures Spider-Man Vibranium,3.99,Marvel,12872.0
True Believers Infinity Incoming,1.0,Marvel,12823.0
Deadman,3.99,DC,12691.0
Hellblazer,3.99,DC,12614.0
Aliens Dust to Dust,3.99,Dark Horse,12611.0
Star Wars Adventures,3.99,IDW,12129.0
Skyward,3.99,Image,12041.0
Redneck,3.99,Image,11853.0
Descender,3.99,Image,11793.0
Shadowman,3.99,Valiant,11738.0
Scooby Apocalypse,3.99,DC,11713.0
Black Bolt,3.99,Marvel,10953.0
TMNT Ongoing,3.99,IDW,10724.0
Doctor Star & Kingdom Lost Tomorrows,3.99,Dark Horse,10585.0
Wicked & Divine,3.99,Image,10584.0
Legion,3.99,Marvel,10560.0
Iron Maiden Legacy of the Beast,3.99,Heavy Metal,10542.0
Dead Hand,3.99,Image,10468.0
Amazing Spider-Man,3.99,Marvel,10351.0
Crude,3.99,Image,10324.0
Vs,3.99,Image,10293.0
Injustice 2,2.99,DC,10111.0
Jim Henson Labyrinth Coronation,3.99,Boom,10111.0
Ice Cream Man,3.99,Image,10090.0
New Super Man & The Justice League of China,3.99,DC,10023.0
Injustice 2,2.99,DC,9847.0
Snotgirl,2.99,Image,9613.0
Amazing Spider-Man,3.99,Marvel,9597.0
Thanos,3.99,Marvel,9587.0
Demon Hell Is Earth,2.99,DC,9562.0
Lazarus,3.99,Image,9523.0
Bombshells United,2.99,DC,9424.0
X-O Manowar,3.99,Valiant,9269.0
Bombshells United,2.99,DC,9268.0
Star Wars Adventures Annual 2018,7.99,IDW,9239.0
Falcon,3.99,Marvel,9036.0
Sex Criminals,3.99,Image,9014.0
Unbeatable Squirrel Girl,3.99,Marvel,8949.0
Red Sonja,3.99,Dynamite,8942.0
Astro City,3.99,DC,8890.0
Moonshine,3.99,Image,8710.0
Future Quest Presents,3.99,DC,8637.0
Thanos,3.99,Marvel,8571.0
My Little Pony Friendship Is Magic,3.99,IDW,8550.0
Cyborg,3.99,DC,8290.0
Eternity Girl,3.99,DC,8201.0
Bloodshot Salvation,3.99,Valiant,8171.0
Teen Titans Go,2.99,DC,8159.0
Infidel,3.99,Image,8066.0
Mother Panic Gotham A D,3.99,DC,8053.0
Jughead The Hunger,3.99,Archie,7959.0
Moon Girl and Devil Dinosaur,3.99,Marvel,7949.0
Shade The Changing Woman,3.99,DC,7854.0
Ninja-K,3.99,Valiant,7850.0
Black Lightning Cold Dead Hands,3.99,DC,7824.0
Lockjaw,3.99,Marvel,7784.0
Thanos,3.99,Marvel,7780.0
Archie,3.99,Archie,7710.0
Deadly Class,3.99,Image,7700.0
Buffy the Vampire Slayer Season 11 Giles,3.99,Dark Horse,7676.0
Robocop Citizens Arrest,3.99,Boom,7545.0
Cave Carson Has An Interstellar Eye,3.99,DC,7540.0
TMNT Universe,4.99,IDW,7280.0
Star Trek Discovery Succession,3.99,IDW,7245.0
Prisoner,3.99,Titan,7206.0
Marvels Ant-Man and Wasp Prelude,3.99,Marvel,7146.0
Strangers In Paradise XXV,3.99,Abstract,7002.0
Exit Stage Left The Snagglepuss Chronicles,3.99,DC,6939.0
Barbarella,3.99,Dynamite,6860.0
Mage Hero Denied,3.99,Image,6786.0
Star Trek Boldly Go,3.99,IDW,6661.0
Witchblade,3.99,Image,6616.0
Thanos,3.99,Marvel,6581.0
Dejah Thoris,3.99,Dynamite,6545.0
Quantum & Woody,3.99,Valiant,6488.0
Brothers Dracul,3.99,Aftershock,6432.0
Koshchei The Deathless,3.99,Dark Horse,6421.0
Scooby Doo Team Up,2.99,DC,6237.0
Ducktales,3.99,IDW,6198.0
Simpsons Comics,3.99,Bongo,6180.0
Kong On Planet of Apes,3.99,Boom,6167.0
Dungeons & Dragons Evil At Baldurs Gate,3.99,IDW,6133.0
Jetsons,3.99,DC,6122.0
Zombie Tramp Ongoing,4.99,Action Lab,6063.0
Transformers Lost Light,3.99,IDW,5747.0
Curse Words,3.99,Image,5745.0
Star Trek Discovery Annual 2018,7.99,IDW,5640.0
Ninjak Vs. Vu,3.99,Valiant,5616.0
Optimus Prime,3.99,IDW,5502.0
Optimus Prime,3.99,IDW,5483.0
Kiss Aod,3.99,Dynamite,5470.0
Cyber Force,3.99,Image,5433.0
Her Infernal Descent,3.99,Aftershock,5431.0
Doomsday Clock,4.99,DC,5393.0
Rose,3.99,Image,5392.0
J Scott Campbell Danger Girl 20th Anniv,9.99,IDW,5363.0
Deathbed,3.99,DC,5358.0
My Little Pony Legends of Magic Annual 2018,7.99,IDW,5336.0
Crow Memento Mori,3.99,IDW,5320.0
Jeepers Creepers,3.99,Dynamite,5291.0
Days of Hate,3.99,Image,5190.0
Lady Death Unholy Ruin,4.99,Coffin,5110.0
Sheena,3.99,Dynamite,5104.0
Legenderry Red Sonja,3.99,Dynamite,5088.0
Sacred Creatures,4.99,Image,5075.0
Amazing Spider-Man,3.99,Marvel,5061.0
James Bond The Body,3.99,Dynamite,5048.0
Vampblade Season 3,4.99,Action Lab,5029.0
X-Files Case Files Florida Man,3.99,IDW,5011.0
Xena,3.99,Dynamite,4942.0
Wonderful World of Tank Girl,3.99,Titan,4934.0
Adventure Time,4.99,Boom,4797.0
Danger Doll Squad Galactic Gladiators,4.99,Action Lab,4768.0
Sex Criminals,4.69,Image,4726.0
God Complex,3.99,Image,4719.0
Mighty Morphin Power Rangers,4.99,Boom,4699.0
Babyteeth,3.99,Aftershock,4666.0
Usagi Yojimbo: The Hidden,3.99,Dark Horse,4665.0
Thanos,3.99,Marvel,4604.0
Archies,3.99,Archie,4555.0
Harrow County,3.99,Dark Horse,4550.0
Back to the Future Time Train,3.99,IDW,4477.0
Ghostbusters Crossing Over,3.99,IDW,4476.0
G.I. Joe Vs. Six Million Dollar Man,3.99,IDW,4442.0
Spongebob Comics,3.99,United Plankton,4425.0
Sword of Ages,3.99,IDW,4384.0
Rumble,3.99,Image,4355.0
WWE,3.99,Boom,4355.0
Betty and Veronica Vixens,3.99,Archie,4352.0
Imaginary Fiends,3.99,DC,4349.0
Motor Crush,3.99,Image,4340.0
Steven Universe,3.99,Boom,4298.0
G.I. Joe a Real American Hero Annv Ed,3.99,IDW,4296.0
Savage Dragon,3.99,Image,4264.0
30 Days of Night,3.99,IDW,4183.0
Image Firsts Redneck,1.0,Image,4177.0
Scooby Doo Where Are You,2.99,DC,4115.0
Bsg Vs. Bsg,3.99,Dynamite,4084.0
Rick & Morty Presents The Vindicators,4.99,Oni,4069.0
Green Hornet,3.99,Dynamite,4054.0
Dry County,3.99,Image,3969.0
Big Trouble In Little China Old Man Jack,3.99,Boom,3927.0
Prism Stalker,3.99,Image,3911.0
Uncle Scrooge,3.99,IDW,3896.0
Demi-God,3.99,IDW,3854.0
Gideon Falls,3.99,Image,3840.0
Stabbity Bunny,3.99,Scout,3807.0
Planet of the Apes Ursus,3.99,Boom,3774.0
Swashbucklers Saga Continues,3.99,Dynamite,3745.0
Animosity Evolution,3.99,Aftershock,3712.0
Grimm Fairy Tales,3.99,Zenescope,3698.0
Motherlands,3.99,DC,3692.0
Survival Fetish,3.99,Black Mask,3677.0
Beauty,3.99,Image,3664.0
Bloodborne,3.99,Titan,3653.0
Grass Kings,3.99,Boom,3623.0
WWE Wrestlemania 2018 Special,7.99,Boom,3616.0
Disney Princess,3.99,Joe Books,3603.0
Evolution,3.99,Image,3594.0
Mega Man Mastermix,7.99,Udon,3594.0
Mata Hari,3.99,Dark Horse,3582.0
Dollface,4.99,Action Lab,3566.0
Regression,3.99,Image,3538.0
Beef,3.99,Image,3453.0
Casper and Wendy,3.99,American Mythology,3421.0
Image Firsts Curse Words,1.0,Image,3417.0
Highest House,4.99,IDW,3398.0
Star Trek New Visions Enemy of My Enemy,7.99,IDW,3354.0
Sleepless,3.99,Image,3335.0
Gears of War Rise of Raam,3.99,IDW,3329.0
Minky Woodcock Girl Who Handcuffed Houdini,3.99,Titan,3313.0
Elsewhere,3.99,Image,3293.0
Infinity Countdown Prime,4.99,Marvel,3253.0
Lumberjanes,3.99,Boom,3239.0
Black Af Widows & Orphans,3.99,Black Mask,3199.0
Abbott,3.99,Boom,3188.0
Walt Disney Showcase,3.99,IDW,3178.0
Grimm Fairy Tales Tales of Terror Vol. 4,3.99,Zenescope,3162.0
Rom & The Micronauts,3.99,IDW,3132.0
Wilds,3.99,Black Mask,3129.0
Mighty Thor,3.99,Marvel,3106.0
Penny Dreadful,3.99,Titan,3099.0
Antar,3.99,IDW,3091.0
Dark Nights Metal,4.99,DC,3088.0
Spider King,3.99,IDW,3069.0
Oblivion Song By Kirkman & De Felici,3.99,Image,3017.0
Damnation Johnny Blaze Ghost Rider,3.99,Marvel,2997.0
Van Helsing Vs. Robyn Hood,3.99,Zenescope,2987.0
Mech Cadet Yu,3.99,Boom,2940.0
Wasted Space,3.99,Vault,2928.0
Tomb Raider Survivors Crusade,3.99,Dark Horse,2923.0
Pathfinder Spiral of Bones,4.99,Dynamite,2903.0
Gasolina,3.99,Image,2896.0
Punks Not Dead,3.99,IDW,2885.0
Robyn Hood The Curse,3.99,Zenescope,2882.0
Goosebumps Download & Die,3.99,IDW,2878.0
Scales & Scoundrels,3.99,Image,2862.0
Fence,3.99,Boom,2822.0
Warframe,3.99,Image,2785.0
Further Adv of Nick Wilson,3.99,Image,2771.0
Uncle Scrooge,3.99,IDW,2736.0
Image Firsts Fear Agent,1.0,Image,2717.0
Death of Love,3.99,Image,2708.0
Image Firsts Moonshine,1.0,Image,2697.0
Adventure Time Comics,3.99,Boom,2688.0
Belle Beast Hunter,3.99,Zenescope,2686.0
Stargate Universe Back to Destiny,3.99,American Mythology,2664.0
Lucy Dreaming,3.99,Boom,2651.0
Avengers,4.99,Marvel,2649.0
Image Firsts Spawn,1.0,Image,2639.0
Deep Roots,3.99,Vault,2636.0
Eternal Empire,3.99,Image,2612.0
Resident Alien: An Alien in New York,3.99,Dark Horse,2610.0
Rough Riders Ride or Die,3.99,Aftershock,2539.0
Underdog,3.99,American Mythology,2468.0
Marvel Comics Digest,6.99,Archie,2398.0
Haunted Horror,4.99,IDW,2380.0
Black Cloud,3.99,Image,2362.0
Tremendous Trump Man Child Covfefe One Shot,4.99,Antarctic,2346.0
Empowered & Sistah Spookys High School Hell,3.99,Dark Horse,2312.0
Tremendous Trump World War T,4.99,Antarctic,2308.0
Season of the Snake,6.99,Titan,2290.0
Rom Tales of Solstar Order,4.99,IDW,2288.0
October Faction Supernatural Dreams,3.99,IDW,2287.0
Assassinistas,3.99,IDW,2270.0
Archie,3.99,Archie,2268.0
No 1 With a Bullet,3.99,Image,2266.0
Black Betty,4.99,Action Lab,2262.0
Rugrats,3.99,Boom,2258.0
Supermansion,5.99,Titan,2241.0
Musketeers,3.99,Zenescope,2232.0
Cold War,3.99,Aftershock,2186.0
Diablo House,3.99,IDW,2186.0
Peek a Boo,3.99,Zenescope,2185.0
Incognegro Renaissance,3.99,Dark Horse,2180.0
Image Firsts Moonstruck,1.0,Image,2177.0
Lockjaw,3.99,Marvel,2171.0
Backways,3.99,Aftershock,2166.0
Betrothed,3.99,Aftershock,2162.0
Pacific Rim Aftermath,3.99,Legendary,2140.0
Rugrats R Is For Reptar 2018 Special,7.99,Boom,2111.0
Infinity Countdown,4.99,Marvel,2108.0
Vinegar Teeth,3.99,Dark Horse,2105.0
Image Firsts Street Angel,1.0,Image,2091.0
Giant Days,3.99,Boom,2089.0
Knights of the Dinner Table,5.99,Kenzer,2048.0
Avengers,3.99,Marvel,2039.0
Doomsday Clock,4.99,DC,2018.0
Forever Free,5.99,Titan,2016.0
Black Panther Sound and Fury,3.99,Marvel,2000.0
Ballad of Sang,3.99,Oni,1994.0
Tinseltown,1.5,Alterna,1992.0
Infinity 8,3.99,Lion Forge,1981.0
Damned,3.99,Oni,1919.0
Sea of Thieves,3.99,Titan,1918.0
Giants,3.99,Dark Horse,1900.0
Larks Killer,3.99,Devil's Due,1863.0
Assassins Creed Origins,3.99,Titan,1855.0
Portal Bound,3.99,Aspen,1730.0
Image Firsts Afar,1.0,Image,1715.0
Tap Dance Killer,3.99,Hero Tomorrow,1709.0
Dredd Furies One Shot ,3.99,2000 AD,1673.0
Belladonna Fire Fury,7.99,Avatar,1671.0
Lookers Ember,7.99,Avatar,1664.0
Pink Panther Vs. Inspector,3.99,American Mythology,1655.0
Zero Jumper,1.5,Alterna,1644.0
Factory,4.99,Titan,1638.0
Baby Badass,3.99,Action Lab,1598.0
Fighting American Ties That Bind,3.99,Titan,1573.0
Monstro Mechanica,3.99,Aftershock,1568.0
Jirni Volume 3,3.99,Aspen,1553.0
Dodge City,3.99,Boom,1533.0
Rick Veitch The One,4.99,IDW,1486.0
Go West,1.5,Alterna,1479.0
Ringside,3.99,Image,1474.0
Reactor,3.99,Vault,1433.0
Weapon H,4.99,Marvel,1433.0
X-Men Red,3.99,Marvel,1433.0
Gravetrancers,3.99,Black Mask,1431.0
Belladonna Fire Fury,5.99,Avatar,1429.0
Brilliant Trash,3.99,Aftershock,1402.0
Doomsday Clock,4.99,DC,1370.0
Lookers Ember,5.99,Avatar,1359.0
Fear Diaries,1.99,Alterna,1339.0
Mainstream,3.99,Zenescope,1333.0
Agent 47 Birth of Hitman,3.99,Dynamite,1296.0
Fractured Mind,3.95,Red 5,1291.0
Image Firsts Age of Bronze,1.0,Image,1277.0
Killer Instinct,3.99,Dynamite,1259.0
Gold Digger,3.99,Antarctic,1251.0
Subspecies,3.99,Action Lab,1206.0
Ghost Money,3.99,Lion Forge,1204.0
Ancient Dreams,3.99,Rothic,1182.0
Terrifics,2.99,DC,1182.0
Welcome to Paradise,3.99,Scout,1169.0
Avengers,3.99,Marvel,1162.0
Black Crown Quarterly,7.99,IDW,1161.0
Weed Magic Vol. 2 ,4.2,Bliss on Tap,1145.0
Cosmo,3.99,Archie,1110.0
Apama The Undiscovered Animal,3.99,Hero Tomorrow,1100.0
Sonitus,1.5,Alterna,1098.0
The XII,1.5,Alterna,1062.0
Doppelganger,1.5,Alterna,1029.0
Charismagic Vol. 3,3.99,Aspen,1019.0
Image Firsts Snotgirl,1.0,Image,1015.0
Rick & Morty,10.0,Oni,1000.0
Encounter,3.99,Lion Forge,998.0
Throwaways,3.99,Image,996.0
Lucas Stand Inner Demons,3.99,Boom,995.0
Eternal Thirst of Dracula,3.99,American Mythology,993.0
Songs for the Dead,3.99,Vault,988.0
Cult Classic Return to Whisper,3.99,Vault,986.0
Pussycats End of Everything,3.99,E-Comix,973.0
Action Comics,2.99,DC,969.0
Image Firsts Seven to Eternity,1.0,Image,962.0
Doctor Strange Damnation,3.99,Marvel,951.0
Call of the Suicide Forest,3.99,Amigo,938.0
Southern Nightgown,3.99,Rothic,935.0
Theory of Magic,3.99,Rothic,924.0
Malefic,4.99,Devil's Due,920.0
Old Man Hawkeye,3.99,Marvel,894.0
Long Lost,3.99,Scout,875.0
My Hero Magademia Wall Might,4.99,Antarctic,871.0
Shrugged Vol. 3,3.99,Aspen,870.0
Dark Nights Metal,3.99,DC,863.0
Stretch Armstrong & Flex Fighters,3.99,IDW,850.0
Brave & The Bold Batman & Wonder Woman,3.99,DC,847.0
Dark Nights Metal,3.99,DC,841.0
Cavewoman Battle Ankhas Brood,3.99,Amryl,837.0
Athena Voltaire 2018 Ongoing,3.99,Action Lab,821.0
Batman White Knight,3.99,DC,814.0
Batman White Knight,3.99,DC,812.0
Jim Henson Labyrinth Coronation,3.99,Boom,801.0
Scrimshaw,1.5,Alterna,797.0
Helm,3.99,Action Lab,784.0
Dark Nights Metal,4.99,DC,774.0
Venom,5.99,Marvel,767.0
Batman White Knight,3.99,DC,761.0
Catalyst Prime Superb,3.99,Lion Forge,755.0
Astonishing X-Men,3.99,Marvel,754.0
Jupiter Jet,3.99,Action Lab,742.0
Bitcoin Comic Handbook,5.99,Devil's Due,730.0
Betty & Veronica Jumbo Comics Digest,6.99,Archie,719.0
Wicked Righteous,1.5,Alterna,715.0
Archie Jumbo Comics Digest,6.99,Archie,711.0
