title,price,publisher,units
Batman,3.99,DC,114089.0
Forever Evil,3.99,DC,92014.0
Wolverine,3.99,Marvel,88923.0
Superior Spider-Man,3.99,Marvel,86405.0
Justice League,3.99,DC,80901.0
Superior Spider-Man,3.99,Marvel,75477.0
Fantastic Four,3.99,Marvel,65775.0
Walking Dead,2.99,Image,65244.0
Walking Dead,2.99,Image,64810.0
All New X-Men,3.99,Marvel,64625.0
Harley Quinn,2.99,DC,63967.0
Avengers,3.99,Marvel,59775.0
Batman Superman,3.99,DC,58138.0
Detective Comics,3.99,DC,56619.0
Justice League of America,3.99,DC,56259.0
Uncanny X-Men,3.99,Marvel,56163.0
Guardians of Galaxy,3.99,Marvel,55454.0
Punisher,3.99,Marvel,54558.0
Origin II,3.99,Marvel,53640.0
Uncanny Avengers,3.99,Marvel,53181.0
X-Men,3.99,Marvel,52486.0
Batman Jokers Daughter,4.99,DC,51066.0
New Avengers,3.99,Marvel,50668.0
Ms Marvel,2.99,Marvel,50286.0
Green Lantern Red Lanterns,2.99,DC,49200.0
Amazing X-Men,3.99,Marvel,48161.0
X-Men,3.99,Marvel,47498.0
X-Force,3.99,Marvel,47427.0
Wolverine,3.99,Marvel,47339.0
New Warriors,3.99,Marvel,45765.0
Superman Wonder Woman,3.99,DC,44847.0
Batman And Two Face,2.99,DC,43380.0
The Star Wars,3.99,Dark Horse,42686.0
Thor God of Thunder,3.99,Marvel,42034.0
Loki Agent of Asgard,2.99,Marvel,41921.0
She-Hulk,2.99,Marvel,41894.0
Deadpool,2.99,Marvel,41204.0
Deadpool,2.99,Marvel,41130.0
Avengers World,3.99,Marvel,39999.0
Hawkeye,2.99,Marvel,39546.0
Kick-Ass 3,4.99,Marvel,39534.0
Serenity Leaves On The Wind,3.5,Dark Horse,38630.0
Night of Living Deadpool,3.99,Marvel,37974.0
Nightwing,2.99,DC,36940.0
Captain America,3.99,Marvel,36534.0
Wolverine And X-Men,3.99,Marvel,35800.0
Earth 2,2.99,DC,35732.0
Forever Evil Arkham War,2.99,DC,35564.0
Batman The Dark Knight,2.99,DC,35455.0
Wolverine and X-Men,4.99,Marvel,35392.0
Action Comics,3.99,DC,35305.0
Aquaman,2.99,DC,34939.0
Batgirl,2.99,DC,34567.0
Superman,2.99,DC,34296.0
Flash,2.99,DC,33853.0
Captain America,3.99,Marvel,33312.0
Justice League 3000,2.99,DC,33308.0
All New Invaders,3.99,Marvel,32293.0
Punisher,3.99,Marvel,31709.0
Daredevil,2.99,Marvel,31494.0
Wonder Woman,2.99,DC,31464.0
Indestructible Hulk,3.99,Marvel,31192.0
Winter Soldier Bitter March,3.99,Marvel,31137.0
Star Wars,2.99,Dark Horse,30828.0
Turok Dinosaur Hunter,3.99,Dynamic Forces,30722.0
Justice League Dark,3.99,DC,30519.0
All New X-Factor,3.99,Marvel,29915.0
Iron Man,3.99,Marvel,29546.0
Green Lantern Corps,2.99,DC,29142.0
Black Widow,3.99,Marvel,28127.0
Green Lantern New Guardians,2.99,DC,27212.0
Mighty Avengers,3.99,Marvel,27195.0
My Little Pony Friendship Is Magic,3.99,IDW,26942.0
Wake,2.99,DC,26843.0
Batman Black & White,4.99,DC,26744.0
Teen Titans,2.99,DC,26732.0
Green Arrow,2.99,DC,26725.0
Mighty Avengers,3.99,Marvel,26512.0
Nova,3.99,Marvel,26147.0
Iron Man Annual,4.99,Marvel,26047.0
Miracleman,4.99,Marvel,25970.0
Superior Carnage Annual,4.99,Marvel,25806.0
Cataclysm Ultimates Last Stand,3.99,Marvel,25752.0
Black Science,3.5,Image,25713.0
Worlds Finest,2.99,DC,25585.0
Savage Wolverine,3.99,Marvel,25190.0
Catwoman,2.99,DC,23974.0
Forever Evil Rogues Rebellion,2.99,DC,23725.0
Thunderbolts,2.99,Marvel,23629.0
Supergirl,2.99,DC,23567.0
