title,price,publisher,units
New Avengers,3.99,Marvel,129084.0
Batman,4.99,DC,104755.0
Avengers,3.99,Marvel,98788.0
Batman Return of Bruce Wayne,3.99,DC,92140.0
Green Lantern,2.99,DC,85930.0
Brightest Day,2.99,DC,85815.0
Brightest Day,2.99,DC,81384.0
Secret Avengers,3.99,Marvel,77933.0
Uncanny X-Men,2.99,Marvel,76068.0
Avengers Prime,3.99,Marvel,69433.0
Flash,2.99,DC,68804.0
Superman,4.99,DC,67571.0
Green Lantern Corps,2.99,DC,66652.0
X-Men Legacy,2.99,Marvel,65578.0
Justice League of America,3.99,DC,62754.0
Amazing Spider-Man,3.99,Marvel,61736.0
Amazing Spider-Man,2.99,Marvel,57670.0
Captain America,3.99,Marvel,57443.0
Astonishing X-Men,2.99,Marvel,57363.0
Thor,3.99,Marvel,56443.0
Amazing Spider-Man,3.99,Marvel,56146.0
Green Arrow,3.99,DC,54400.0
New Mutants,2.99,Marvel,53926.0
Wonder Woman,4.99,DC,53525.0
Captain America,3.99,Marvel,52989.0
Invincible Iron Man,2.99,Marvel,52268.0
Nemesis,2.99,Marvel,51586.0
Ultimate Comics Avengers 2,3.99,Marvel,50797.0
Hulk,4.99,Marvel,50724.0
Ultimate Comics Avengers 2,3.99,Marvel,49606.0
Incredible Hulk,3.99,Marvel,46461.0
Detective Comics,3.99,DC,46178.0
Avengers Academy,3.99,Marvel,45890.0
Astonishing X-Men Xenogenesis,3.99,Marvel,44953.0
Ultimate Comics X,3.99,Marvel,44568.0
Birds of Prey,2.99,DC,44064.0
Justice League Generation Lost,2.99,DC,43278.0
Dark Wolverine,2.99,Marvel,43087.0
Justice League Generation Lost,2.99,DC,41702.0
X-Factor,2.99,Marvel,40981.0
Invincible Iron Man Annual,4.99,Marvel,39877.0
Ultimate Comics Spider-Man,3.99,Marvel,39149.0
Legion of Super Heroes,3.99,DC,39102.0
Deadpool,2.99,Marvel,38663.0
Shield,2.99,Marvel,37595.0
Justice Society of America,2.99,DC,36630.0
Fantastic Four,2.99,Marvel,36582.0
Justice Society of America,2.99,DC,36008.0
Red Robin,2.99,DC,35917.0
Serenity Float Out One Shot,3.5,Dark Horse,35266.0
Batman Beyond,2.99,DC,35113.0
Action Comics,3.99,DC,34744.0
Daredevil,2.99,Marvel,34744.0
Wolverine Origins,2.99,Marvel,34695.0
Adventure Comics,3.99,DC,34663.0
Thanos Imperative,3.99,Marvel,34285.0
Red Hood Lost Days,2.99,DC,34197.0
X-Men Hellbound,3.99,Marvel,33691.0
Superman Batman Annual,4.99,DC,33240.0
Titans,2.99,DC,33079.0
Thunderbolts,2.99,Marvel,31999.0
Superman Batman,2.99,DC,31425.0
Justice League The Rise of Arsenal,3.99,DC,30753.0
Deadpool Merc With A Mouth,2.99,Marvel,30572.0
Wolverine Weapon X,3.99,Marvel,30035.0
Zatanna,2.99,DC,29564.0
Deadpool Wade Wilsons War,3.99,Marvel,29406.0
DC Universe Legacies,3.99,DC,29286.0
Jokers Asylum Harley Quinn,2.99,DC,29081.0
Batgirl,2.99,DC,28563.0
Supergirl,2.99,DC,28317.0
Secret Warriors,2.99,Marvel,28017.0
Hawkeye & Mockingbird,3.99,Marvel,27552.0
Deadpool Wade Wilsons War,3.99,Marvel,26466.0
Deadpool Corps,2.99,Marvel,26251.0
Doomwar,3.99,Marvel,26041.0
American Vampire,3.99,DC,25977.0
Gotham City Sirens,2.99,DC,25867.0
Walking Dead,2.99,Image,25645.0
Jokers Asylum The Riddler,2.99,DC,25413.0
Age of Heroes,3.99,Marvel,25354.0
Batman Streets of Gotham,3.99,DC,25205.0
Amazing Spider-Man Presents Black Cat,3.99,Marvel,24951.0
Teen Titans,3.99,DC,24593.0
Jsa All Stars,3.99,DC,24436.0
Jokers Asylum Mad Hatter,2.99,DC,24101.0
Dark Tower Gunslinger Journey Begins,3.99,Marvel,24024.0
