title,price,publisher,units
Secret Invasion,3.99,Marvel,152408.0
Final Crisis,3.99,DC,109166.0
Secret Invasion Dark Reign,3.99,Marvel,102913.0
New Avengers,2.99,Marvel,95689.0
New Avengers,2.99,Marvel,93895.0
Batman,2.99,DC,93456.0
Batman,2.99,DC,90260.0
Hulk,2.99,Marvel,87774.0
Mighty Avengers,2.99,Marvel,86073.0
Ultimatum,3.99,Marvel,85615.0
Wolverine,2.99,Marvel,83344.0
Uncanny X-Men,2.99,Marvel,82260.0
Batman,2.99,DC,79942.0
Justice League of America,2.99,DC,75793.0
Thor,2.99,Marvel,73774.0
Justice League of America,2.99,DC,72718.0
Buffy The Vampire Slayer,2.99,Dark Horse,71886.0
Captain America,2.99,Marvel,71176.0
Amazing Spider-Man,2.99,Marvel,69774.0
Justice Society of America,2.99,DC,69653.0
Amazing Spider-Man,2.99,Marvel,68896.0
Dark Reign New Nation,3.99,Marvel,68475.0
Justice Society of America,2.99,DC,67606.0
Detective Comics,2.99,DC,64952.0
Green Lantern,2.99,DC,64746.0
Secret Invasion Requiem,3.99,Marvel,63456.0
Amazing Spider-Man,2.99,Marvel,62970.0
X-Men Legacy,2.99,Marvel,60578.0
X-Force,2.99,Marvel,58793.0
Astonishing X-Men Ghost Boxes,3.99,Marvel,57868.0
Action Comics,2.99,DC,57167.0
Invincible Iron Man,2.99,Marvel,56700.0
Batman Cacophony,3.99,DC,55690.0
Superman,2.99,DC,55279.0
Fantastic Four,2.99,Marvel,54055.0
Dark Tower Treachery,3.99,Marvel,53728.0
Avengers Initiative,2.99,Marvel,52550.0
Avengers Invaders,2.99,Marvel,52186.0
Avengers Initiative,2.99,Marvel,51223.0
Ultimate Spider-Man,2.99,Marvel,51064.0
Kick Ass,2.99,Marvel,50522.0
Final Crisis Revelations,3.99,DC,49980.0
War Machine,2.99,Marvel,49746.0
Final Crisis Secret Files,3.99,DC,49270.0
Stand Captain Trips,3.99,Marvel,49204.0
X-Infernus,3.99,Marvel,48410.0
Deadpool,2.99,Marvel,46849.0
Superman Batman,2.99,DC,45962.0
Supergirl,2.99,DC,45485.0
Wolverine Origins,2.99,Marvel,45036.0
Ultimate X-Men,2.99,Marvel,44354.0
Daredevil,2.99,Marvel,44345.0
Green Lantern Corps,2.99,DC,44027.0
Ultimate Hulk Annual,3.99,Marvel,43373.0
Marvel Zombies 3,3.99,Marvel,41831.0
Trinity,2.99,DC,41719.0
Trinity,2.99,DC,41504.0
Trinity,2.99,DC,40878.0
Trinity,2.99,DC,40765.0
Trinity,2.99,DC,40569.0
Titans,2.99,DC,39149.0
Thor God Sized,3.99,Marvel,38728.0
Marvels Eye of Camera,3.99,Marvel,37971.0
Angel After The Fall,3.99,IDW,37644.0
Incredible Hercules,2.99,Marvel,36850.0
Teen Titans,2.99,DC,36803.0
Punisher War Zone,3.99,Marvel,36420.0
X-Men Kingbreaker,3.99,Marvel,36382.0
Thunderbolts,2.99,Marvel,36373.0
Nightwing,2.99,DC,35205.0
Skaar Son of Hulk,2.99,Marvel,34588.0
Cable,2.99,Marvel,34523.0
X-Factor,2.99,Marvel,34420.0
Ultimate Fantastic Four,2.99,Marvel,34009.0
Wolverine Manifest Destiny,2.99,Marvel,33569.0
X-Men Noir,3.99,Marvel,33121.0
X-Men Manifest Destiny,3.99,Marvel,32560.0
Secret Invasion Front Line,2.99,Marvel,32504.0
Wonder Woman,2.99,DC,32317.0
Batman and The Outsiders,2.99,DC,32158.0
Spider-Man Noir,3.99,Marvel,31981.0
Guardians of Galaxy,2.99,Marvel,31560.0
