title,price,publisher,units
Blackest Night,3.99,DC,140667.0
Captain America Reborn,3.99,Marvel,108240.0
Batman and Robin,2.99,DC,106835.0
Green Lantern,2.99,DC,103579.0
Wolverine Giant-Size Old Man Logan,4.99,Marvel,93744.0
Blackest Night Batman,2.99,DC,87564.0
New Avengers,3.99,Marvel,85526.0
Green Lantern Corps,2.99,DC,83042.0
Dark Avengers,3.99,Marvel,79662.0
Blackest Night Superman,2.99,DC,78700.0
Batman,2.99,DC,76936.0
Dark Avengers Uncanny X-Men Exodus,3.99,Marvel,75598.0
Uncanny X-Men,2.99,Marvel,73523.0
Amazing Spider-Man,2.99,Marvel,70118.0
Ultimate Comics Avengers,3.99,Marvel,68539.0
Thor,3.99,Marvel,65210.0
Blackest Night Titans,2.99,DC,64032.0
Amazing Spider-Man,2.99,Marvel,63382.0
Amazing Spider-Man,3.99,Marvel,62778.0
Amazing Spider-Man,2.99,Marvel,62517.0
Dark Wolverine,2.99,Marvel,60651.0
Dark Reign List Avengers One Shot,3.99,Marvel,60286.0
Hulk,3.99,Marvel,58618.0
Ultimate Comics Spider-Man,3.99,Marvel,57429.0
Detective Comics,3.99,DC,57015.0
Justice League of America,2.99,DC,55431.0
Justice League Cry For Justice,3.99,DC,54680.0
Superman Secret Origin,3.99,DC,54584.0
Mighty Avengers,2.99,Marvel,54430.0
Dark Reign List X-Men One Shot,3.99,Marvel,53824.0
Buffy The Vampire Slayer,2.99,Dark Horse,52259.0
Incredible Hulk,3.99,Marvel,51540.0
Ultimate Comics Armor Wars,3.99,Marvel,50992.0
Deadpool,2.99,Marvel,50436.0
Dark X-Men Confession One-Shot,3.99,Marvel,49897.0
Kick Ass,2.99,Marvel,49895.0
X-Force,2.99,Marvel,49775.0
Invincible Iron Man,2.99,Marvel,47999.0
Red Robin,2.99,DC,47905.0
Marvels Project,3.99,Marvel,47704.0
Thor Annual,3.99,Marvel,47678.0
Fantastic Four,2.99,Marvel,47428.0
Justice Society of America,2.99,DC,47396.0
Adventure Comics,3.99,DC,47256.0
Spider-Woman,3.99,Marvel,47162.0
Invincible Iron Man,2.99,Marvel,47142.0
X-Men Legacy Annual,3.99,Marvel,46783.0
Batman Widening Gyre,2.99,DC,46248.0
Deadpool Merc With A Mouth,2.99,Marvel,43818.0
Wolverine Origins,2.99,Marvel,42688.0
Dark Reign List Daredevil One Shot,3.99,Marvel,41699.0
Wolverine Weapon X,3.99,Marvel,40940.0
Batgirl,2.99,DC,40592.0
Thunderbolts,2.99,Marvel,39927.0
Batman Streets of Gotham,3.99,DC,37856.0
Archie,2.5,Archie,37839.0
Superman World of New Krypton,2.99,DC,37665.0
Superman,2.99,DC,37663.0
Superman Batman,2.99,DC,36301.0
Action Comics,3.99,DC,36153.0
Wednesday Comics,3.99,DC,35931.0
Marvel Zombies Return,3.99,Marvel,35265.0
Wednesday Comics,3.99,DC,34925.0
Dark Tower The Fall of Gilead,3.99,Marvel,34493.0
Gotham City Sirens,2.99,DC,34376.0
Wednesday Comics,3.99,DC,34237.0
Thunderbolts,2.99,Marvel,34002.0
Cable,2.99,Marvel,33929.0
Wednesday Comics,3.99,DC,33893.0
Secret Warriors,2.99,Marvel,33864.0
Avengers Initiative,2.99,Marvel,33826.0
Teen Titans,3.99,DC,32780.0
Vengeance of Moon Knight,3.99,Marvel,32370.0
Justice League of America 80 Page Giant,5.99,DC,32216.0
Supergirl,2.99,DC,32213.0
Amazing Spider-Man Presents Anti Venom,3.99,Marvel,32101.0
New Mutants,2.99,Marvel,31475.0
Marvel Zombies Return,3.99,Marvel,30602.0
Ms Marvel,2.99,Marvel,30502.0
X-Factor,2.99,Marvel,30279.0
War of Kings Who Will Rule One-Shot,3.99,Marvel,30212.0
Marvel Zombies Return,3.99,Marvel,30173.0
