title,price,publisher,units
Return of Wolverine,4.99,Marvel,260410.0
Heroes In Crisis,3.99,DC,140699.0
Doomsday Clock,4.99,DC,130973.0
Batman,3.99,DC,105609.0
Batman Damned,6.99,DC,95483.0
Batman,3.99,DC,94685.0
Thanos Legacy,4.99,Marvel,92143.0
Fantastic Four,3.99,Marvel,85540.0
Amazing Spider-Man,3.99,Marvel,84376.0
Amazing Spider-Man,3.99,Marvel,82934.0
Justice League,3.99,DC,76360.0
Spidergeddon,4.99,Marvel,74507.0
Justice League,3.99,DC,74393.0
Amazing Spider-Man Annual,4.99,Marvel,73835.0
Venom,3.99,Marvel,73543.0
Superman,3.99,DC,67405.0
Avengers,3.99,Marvel,65815.0
Infinity Wars,4.99,Marvel,63700.0
Walking Dead,3.99,Image,62514.0
Stranger Things,3.99,Dark Horse,60139.0
Avengers,3.99,Marvel,58060.0
Action Comics,3.99,DC,57865.0
Justice League Odyssey,3.99,DC,57114.0
Catwoman,3.99,DC,55068.0
Thor,3.99,Marvel,54446.0
Captain America,3.99,Marvel,53188.0
Detective Comics,3.99,DC,51405.0
Detective Comics,3.99,DC,50479.0
Star Wars,3.99,Marvel,46982.0
Flash,3.99,DC,46677.0
Immortal Hulk,3.99,Marvel,46676.0
Star Wars Darth Vader,3.99,Marvel,46479.0
Flash,3.99,DC,45729.0
Immortal Hulk,3.99,Marvel,44741.0
Justice League Dark,3.99,DC,44656.0
Cosmic Ghost Rider,3.99,Marvel,44428.0
Star Wars,3.99,Marvel,44127.0
Punisher,3.99,Marvel,42778.0
Extermination,3.99,Marvel,41804.0
True Believers Punisher First Appearance,1.0,Marvel,41660.0
Asgardians of the Galaxy,3.99,Marvel,40941.0
X-Men Red,3.99,Marvel,39763.0
Iceman,3.99,Marvel,38902.0
Deadpool,3.99,Marvel,38899.0
Mister Miracle,3.99,DC,38489.0
Venom First Host,3.99,Marvel,37918.0
Dreaming,3.99,DC,37258.0
Venom First Host,3.99,Marvel,37050.0
Captain America Annual,4.99,Marvel,37024.0
Venom First Host,3.99,Marvel,36234.0
Venom First Host,3.99,Marvel,36038.0
X-Men Gold,3.99,Marvel,35430.0
Infinity Wars Soldier Supreme,3.99,Marvel,34998.0
Wonder Woman,3.99,DC,34966.0
Infinity Wars Iron Hammer,3.99,Marvel,34666.0
Wonder Woman,3.99,DC,33851.0
X-23,3.99,Marvel,33575.0
Oblivion Song By Kirkman & De Felici,3.99,Image,32548.0
Astonishing X-Men,3.99,Marvel,32052.0
Edge of Spider-Geddon,3.99,Marvel,32038.0
Edge of Spider-Geddon,3.99,Marvel,32019.0
