title,price,publisher,units
Walking Dead,2.99,Image,156166.0
Secret Wars,4.99,Marvel,149028.0
Spider-Man Deadpool,3.99,Marvel,133813.0
Star Wars,3.99,Marvel,118471.0
Star Wars,3.99,Marvel,107858.0
Old Man Logan,4.99,Marvel,104362.0
Obi-Wan and Anakin,3.99,Marvel,102861.0
Batman,3.99,DC,100962.0
Darth Vader,3.99,Marvel,98405.0
Uncanny X-Men,3.99,Marvel,93252.0
Amazing Spider-Man,3.99,Marvel,76517.0
A-Force,3.99,Marvel,65661.0
Mighty Thor,3.99,Marvel,60345.0
Deadpool,3.99,Marvel,59645.0
Rocket Raccoon and Groot,3.99,Marvel,59028.0
Deadpool,3.99,Marvel,59006.0
Silver Surfer,3.99,Marvel,57633.0
All New All Different Avengers,3.99,Marvel,57584.0
All New All Different Avengers,3.99,Marvel,57114.0
Amazing Spider-Man,3.99,Marvel,56674.0
Uncanny X-Men,3.99,Marvel,55804.0
Captain Marvel,3.99,Marvel,52972.0
Doctor Strange,3.99,Marvel,52388.0
Batman Teenage Mutant Ninja Turtles,3.99,DC,52337.0
All New X-Men,3.99,Marvel,50557.0
Saga,2.99,Image,50415.0
All New Wolverine,3.99,Marvel,49978.0
Invincible Iron Man,3.99,Marvel,49225.0
Spider-Gwen,3.99,Marvel,48664.0
Justice League of America,3.99,DC,47835.0
Extraordinary X-Men,3.99,Marvel,47572.0
Extraordinary X-Men,3.99,Marvel,47404.0
Uncanny Avengers,3.99,Marvel,47172.0
True Believers Deadpool,1.0,Marvel,46636.0
Guardians of Galaxy,3.99,Marvel,46215.0
Daredevil,3.99,Marvel,45885.0
Detective Comics,3.99,DC,45111.0
Harley Quinn,3.99,DC,44967.0
Mighty Morphin Power Rangers,3.99,Boom,41042.0
Totally Awesome Hulk,3.99,Marvel,39469.0
Batman and Robin Eternal,2.99,DC,39044.0
Batman and Robin Eternal,2.99,DC,38858.0
Deadpool and Cable Split Second,4.99,Marvel,38843.0
Batman and Robin Eternal,2.99,DC,38321.0
Paper Girls,2.99,Image,38290.0
Kanan,3.99,Marvel,38106.0
Superman,3.99,DC,37690.0
Batman and Robin Eternal,2.99,DC,37675.0
Green Lantern,3.99,DC,36068.0
Agents of Shield,3.99,Marvel,35382.0
Uncanny Inhumans,3.99,Marvel,35308.0
Robin War,4.99,DC,35062.0
Vision,3.99,Marvel,34807.0
Batman Superman,3.99,DC,34507.0
Spidey,3.99,Marvel,33585.0
Silk,3.99,Marvel,33102.0
New Avengers,3.99,Marvel,33010.0
Wonder Woman,3.99,DC,32687.0
Ms Marvel,3.99,Marvel,32364.0
Action Comics,3.99,DC,31958.0
Carnage,3.99,Marvel,31687.0
Poison Ivy Cycle of Life and Death,2.99,DC,31351.0
Robin Son of Batman,3.99,DC,31220.0
Grayson,3.99,DC,30420.0
Ultimates,3.99,Marvel,30068.0
Superman Wonder Woman,3.99,DC,29087.0
Captain America Sam Wilson,3.99,Marvel,29081.0
Swamp Thing,2.99,DC,29048.0
Howard The Duck,4.99,Marvel,28971.0
Superman American Alien,3.99,DC,28828.0
Spider-Man 2099,3.99,Marvel,28489.0
Deathstroke,2.99,DC,27648.0
Guardians of Infinity,4.99,Marvel,27112.0
Contest of Champions,3.99,Marvel,27028.0
All New Hawkeye,3.99,Marvel,26913.0
Batgirl,2.99,DC,26905.0
Green Lantern Corps Edge of Oblivion,2.99,DC,26819.0
Red Wolf,3.99,Marvel,26662.0
Venom Space Knight,3.99,Marvel,25770.0
Astonishing Ant-Man,3.99,Marvel,25768.0
All New Inhumans,3.99,Marvel,25746.0
Scarlet Witch,3.99,Marvel,25728.0
I Hate Fairyland,3.5,Image,25708.0
Web Warriors,3.99,Marvel,25407.0
Legend of Wonder Woman,3.99,DC,25047.0
New Suicide Squad,2.99,DC,24870.0
Starfire,2.99,DC,24378.0
Teen Titans,2.99,DC,24201.0
Spider-Woman,3.99,Marvel,24054.0
Superman Lois and Clark,3.99,DC,23766.0
Invader Zim,3.99,Oni,23639.0
