title,price,publisher,units
DCeased,3.99,DC,242365.0
Doomsday Clock,4.99,DC,117419.0
Batman Last Knight On Earth,5.99,DC,113287.0
Savage Avengers,4.99,Marvel,111736.0
Batman Who Laughs,4.99,DC,108677.0
Amazing Spider-Man,3.99,Marvel,92538.0
Immortal Hulk,3.99,Marvel,87444.0
Batman,3.99,DC,83518.0
Batman,3.99,DC,82704.0
Amazing Spider-Man,3.99,Marvel,78102.0
War of Realms,4.99,Marvel,77664.0
Heroes In Crisis,3.99,DC,77582.0
Immortal Hulk,3.99,Marvel,75983.0
War of Realms,4.99,Marvel,73026.0
Venom,3.99,Marvel,66858.0
Detective Comics,3.99,DC,65709.0
War of Realms New Agents of Atlas,3.99,Marvel,64990.0
Detective Comics,3.99,DC,63161.0
Star Wars Galaxys Edge,3.99,Marvel,60415.0
Justice League,3.99,DC,55077.0
Justice League,3.99,DC,54862.0
Amazing Spider-Man,3.99,Marvel,52728.0
Symbiote Spider-Man,3.99,Marvel,52088.0
Batman and the Outsiders,3.99,DC,51958.0
Fantastic Four,3.99,Marvel,50572.0
Avengers,3.99,Marvel,49334.0
Walking Dead,3.99,Image,48743.0
Superman,3.99,DC,47933.0
Thor,3.99,Marvel,47017.0
Green Lantern,3.99,DC,45338.0
Detective Comics Annual,4.99,DC,44927.0
Guardians of the Galaxy,3.99,Marvel,44919.0
Uncanny X-Men,3.99,Marvel,42703.0
Uncanny X-Men,3.99,Marvel,42677.0
Action Comics,3.99,DC,42207.0
Flash,3.99,DC,41746.0
Star Wars,3.99,Marvel,41474.0
Star Wars Age of Rebellion Boba Fett,3.99,Marvel,41145.0
Flash,3.99,DC,40701.0
Star Wars Original Marvel Yrs,5.99,Marvel,40284.0
Thanos,3.99,Marvel,39266.0
Batman Teenage Mutant Ninja Turtles III,3.99,DC,38894.0
Catwoman,3.99,DC,38860.0
Star Wars,3.99,Marvel,38833.0
Spawn,2.99,Image,38110.0
Spider-Man Life Story,4.99,Marvel,37771.0
Naomi,3.99,DC,36953.0
Captain America,3.99,Marvel,36764.0
Star Wars Age of Rebellion Han Solo,3.99,Marvel,35899.0
Shazam,3.99,DC,35337.0
Wonder Woman,3.99,DC,34503.0
Miles Morales Spider-Man,3.99,Marvel,33538.0
Star Wars Vader Dark Visions,3.99,Marvel,33199.0
Star Wars Age of Rebellion Jabba The Hutt,3.99,Marvel,32864.0
Wonder Woman,3.99,DC,32792.0
Superman Leviathan Rising Special,9.99,DC,32549.0
Daredevil,3.99,Marvel,32431.0
Conan The Barbarian,3.99,Marvel,32108.0
Daredevil,3.99,Marvel,31898.0
Justice League Dark,3.99,DC,31871.0
Major X,3.99,Marvel,31477.0
Cosmic Ghost Rider Destroys Marvel History,3.99,Marvel,30753.0
Friendly Neighborhood Spider-Man,3.99,Marvel,30752.0
Harley Quinn,3.99,DC,30708.0
Young Justice,3.99,DC,29821.0
Star Wars Age of Rebellion Lando Calrissian,3.99,Marvel,28740.0
Tony Stark Iron Man,3.99,Marvel,28163.0
Major X,3.99,Marvel,27713.0
Punisher,3.99,Marvel,27517.0
Fallen World,3.99,Valiant,27355.0
Dead Man Logan,3.99,Marvel,27169.0
Doctor Strange,3.99,Marvel,27110.0
Immortal Hulk,3.99,Marvel,26999.0
X-Men Grand Design X-Tinction,5.99,Marvel,26915.0
Deadpool,3.99,Marvel,26695.0
Teen Titans,3.99,DC,26502.0
Batgirl,3.99,DC,26340.0
War of Realms Spider-Man & League of Realms,3.99,Marvel,26255.0
Captain Marvel,3.99,Marvel,26086.0
Savage Sword of Conan,3.99,Marvel,25935.0
Wolverine Infinity Watch,3.99,Marvel,25822.0
Stranger Things Six,3.99,Dark Horse,25689.0
War of Realms Strikeforce War Avengers,4.99,Marvel,25205.0
Deathstroke,3.99,DC,24857.0
Justice League Odyssey,3.99,DC,24512.0
Spider-Gwen Ghost Spider,3.99,Marvel,24423.0
Aquaman,3.99,DC,24421.0
Star Wars Galaxys Edge,3.99,Marvel,24282.0
Nightwing,3.99,DC,24233.0
Spider-Man City At War,3.99,Marvel,23674.0
War of Realms Uncanny X-Men,3.99,Marvel,23490.0
War of Realms Strikeforce Dark Elf Realm,4.99,Marvel,23457.0
War of Realms Spider-Man & League of Realms,3.99,Marvel,23367.0
War of Realms Strikeforce Land of Giants,4.99,Marvel,22828.0
Spider-Man Deadpool,4.99,Marvel,22760.0
Superior Spider-Man,3.99,Marvel,22580.0
Giant Man,3.99,Marvel,22304.0
Firefly,3.99,Boom,22177.0
Asgardians of the Galaxy,3.99,Marvel,22121.0
Star Wars Tie Fighter,3.99,Marvel,22049.0
War of Realms Journey Into Mystery,3.99,Marvel,21919.0
Catwoman Annual,4.99,DC,21885.0
Star Wars Doctor Aphra,3.99,Marvel,21838.0
X-23,3.99,Marvel,21622.0
Black Panther,3.99,Marvel,20993.0
War of Realms Journey Into Mystery,3.99,Marvel,20955.0
Red Sonja Vampirella Betty Veronica,3.99,Dynamite,20357.0
War of Realms New Agents of Atlas,3.99,Marvel,20315.0
X-Force,3.99,Marvel,20119.0
War of Realms Punisher,3.99,Marvel,19910.0
Ascender,3.99,Image,19889.0
X-Force,3.99,Marvel,19617.0
Marvels Annotated,7.99,Marvel,19520.0
Champions,3.99,Marvel,19336.0
War of Realms War Scrolls,4.99,Marvel,19256.0
Old Man Quill,3.99,Marvel,19045.0
Red Hood Outlaw,3.99,DC,18984.0
Supergirl,3.99,DC,18443.0
Magnificent Ms. Marvel,3.99,Marvel,18386.0
Black Widow,3.99,Marvel,18294.0
Adventures of the Super Sons,3.99,DC,18233.0
Giant Man,3.99,Marvel,18196.0
Hawkman,3.99,DC,18135.0
Oblivion Song By Kirkman & De Felici,3.99,Image,18029.0
Age of Conan Belit,3.99,Marvel,18001.0
Martian Manhunter,3.99,DC,17958.0
Paper Girls,3.99,Image,17821.0
Marvel Team-Up,3.99,Marvel,17513.0
Major X,4.99,Marvel,17331.0
Excellence,3.99,Image,17317.0
Age of X-Man Marvelous X-Men,3.99,Marvel,16260.0
Angel,3.99,Boom,16192.0
Unnatural,3.99,Image,16121.0
Domino Hotshots,3.99,Marvel,15987.0
Wolverine Long Night Adaptation,3.99,Marvel,15726.0
Wonder Twins,3.99,DC,15643.0
Age of X-Man Prisoner X,3.99,Marvel,15581.0
Age of X-Man Amazing Nightcrawler,3.99,Marvel,15539.0
Invaders,3.99,Marvel,15430.0
Batman Beyond,3.99,DC,15398.0
Gideon Falls,3.99,Image,15137.0
Mr and Mrs X,3.99,Marvel,15120.0
Marvel Comics Presents,4.99,Marvel,15023.0
Age of X-Man Nextgen,3.99,Marvel,14967.0
Age of X-Man Apocalypse and X-Tracts,3.99,Marvel,14887.0
Age of X-Man X-Tremists,3.99,Marvel,14832.0
True Believers What If Spider-Girl,1.0,Marvel,14762.0
Shuri,3.99,Marvel,14486.0
True Believers Spider-Man Kravens Last Hunt,1.0,Marvel,14181.0
Middlewest,3.99,Image,14119.0
Terrifics,3.99,DC,14022.0
Unbeatable Squirrel Girl,3.99,Marvel,13918.0
Dreaming,3.99,DC,13749.0
Rick & Morty,6.99,Oni,13300.0
True Believers Silver Surfer Rude Awakening,1.0,Marvel,13115.0
Transformers,3.99,IDW,12920.0
Red Sonja,3.99,Dynamite,12770.0
Little Bird,3.99,Image,12608.0
Freedom Fighters,3.99,DC,12348.0
True Believers Star Wars Darth Maul,1.0,Marvel,12294.0
Monstress,3.99,Image,12178.0
True Believers Star Wars Ewoks,1.0,Marvel,12023.0
Mighty Morphin Power Rangers,3.99,Boom,12003.0
True Believers Iron Fist Misty Knight,1.0,Marvel,11993.0
Gogor,3.99,Image,11989.0
Books of Magic,3.99,DC,11918.0
True Believers Invaders,1.0,Marvel,11729.0
Lucifer,3.99,DC,11611.0
Hit-Girl Season Two,4.99,Image,11609.0
True Believers Avengers Origin of Mantis,1.0,Marvel,11519.0
Transformers,3.99,IDW,11489.0
Marvel Action Spider-Man,3.99,IDW,11441.0
Sabrina Teenage Witch,3.99,Archie,11433.0
Wild Storm,3.99,DC,11244.0
Radically Ronin Ragdolls One Shot,3.99,Eastman,11221.0
Marvel Action Spider-Man,3.99,IDW,11181.0
Sonic The Hedgehog,3.99,IDW,11149.0
Faithless,3.99,Boom,11135.0
Ironheart,3.99,Marvel,11132.0
Sonic The Hedgehog,3.99,IDW,11073.0
Kick-Ass,3.99,Image,11031.0
Dial H For Hero,3.99,DC,11000.0
Hellboy Vs. Lobster Johnson Ring of Death,3.99,Dark Horse,10914.0
Transformers,3.99,IDW,10793.0
True Believers Hulk Wedding of Rick Jones,1.0,Marvel,10454.0
Dog Days of Summer,9.99,DC,10431.0
TMNT,3.99,IDW,10308.0
True Believers Iron Fist Colleen Wing,1.0,Marvel,10100.0
Neil Gaiman American Gods Moment of Storm,3.99,Dark Horse,10048.0
Elvira Mistress of Dark,3.99,Dynamite,10022.0
Defenders Marvel Feature,4.99,Marvel,9978.0
Black Hammer Age of Doom,3.99,Dark Horse,9977.0
TMNT Shredder In Hell,3.99,IDW,9910.0
Moon Girl and Devil Dinosaur,3.99,Marvel,9816.0
Female Furies,3.99,DC,9772.0
House of Whispers,3.99,DC,9646.0
True Believers Luke Cage Power Man Piranha,1.0,Marvel,9599.0
Incredible Hulk,3.99,Marvel,9429.0
Outcast By Kirkman & Azaceta,3.99,Image,9374.0
Meet The Skrulls,3.99,Marvel,9371.0
Runaways,3.99,Marvel,9114.0
True Believers Star Wars Thrawn,1.0,Marvel,9029.0
Pearl,3.99,DC,9027.0
Sonic The Hedgehog Annual 2019,7.99,IDW,9020.0
True Believers Star Wars Rebel Jail,1.0,Marvel,9016.0
True Believers Power Pack,1.0,Marvel,8971.0
Black Hammer 45 From World of Black Hammer,3.99,Dark Horse,8915.0
Star Wars Adventures,3.99,IDW,8838.0
Star Trek Year Five,3.99,IDW,8834.0
Go Go Power Rangers,3.99,Boom,8784.0
Aliens Resistance,3.99,Dark Horse,8775.0
Marvel Tales Avengers,7.99,Marvel,8736.0
Alexandria Ocasio Cortez & Freshman Force Who Dis One Shot,5.99,Devil's Due,8649.0
Iron Maiden Legacy of the Beast Vol. 2 Night City,3.99,Heavy Metal,8575.0
Goon,3.99,Albatross,8555.0
Ronin Island,3.99,Boom,8493.0
Unstoppable Wasp,3.99,Marvel,8348.0
Naomi,3.99,DC,8337.0
Farmhand,3.99,Image,8156.0
Silencer,3.99,DC,8148.0
Fight Club 3,3.99,Dark Horse,8022.0
Black Science,3.99,Image,8009.0
My Little Pony Friendship Is Magic,3.99,IDW,7993.0
Fairlady,3.99,Image,7954.0
Deadly Class,3.99,Image,7863.0
Marvel Rising,3.99,Marvel,7854.0
Faithless,4.99,Boom,7819.0
Teen Titans Go,2.99,DC,7818.0
Star Trek Q Conflict,3.99,IDW,7749.0
Five Years,3.99,Abstract,7698.0
Low,3.99,Image,7595.0
Ice Cream Man,3.99,Image,7453.0
She Said Destroy,3.99,Vault,7304.0
Punk Mambo,3.99,Valiant,7270.0
Alpha Flight,4.99,Marvel,7239.0
My Little Pony Spirit of the Forest,3.99,IDW,6989.0
Life Is Strange,3.99,Titan,6849.0
Marvel Action Avengers,3.99,IDW,6772.0
Elvira Mistress of Dark Spring Special One Shot,4.99,Dynamite,6746.0
Star Wars Adventures Flight of Falcon,4.99,IDW,6668.0
Bettie Page,3.99,Dynamite,6610.0
High Level,3.99,DC,6577.0
Bettie Page,3.99,Dynamite,6540.0
Star Wars Original Marvel Years,3.99,Marvel,6466.0
Drawing Blood Spilled Ink,3.99,Eastman,6336.0
Invisible Kingdom,3.99,Dark Horse,6315.0
Marvel Tales Iron Man,7.99,Marvel,6310.0
G.I. Joe a Real American Hero,3.99,IDW,6286.0
Mystery Science Theater 3000,3.99,Dark Horse,6286.0
Zombie Tramp,4.99,Action Lab,6257.0
Marvel Action Classics Spider-Man Two In One,4.99,IDW,6220.0
Archie,3.99,Archie,6213.0
Assassin Nation,3.99,Image,6209.0
Murder Falcon,3.99,Image,6185.0
Killer Groove,3.99,Aftershock,6154.0
Blossoms 666,3.99,Archie,6103.0
Jim Henson Beneath Dark Crystal,3.99,Boom,6091.0
Section Zero,3.99,Image,6064.0
Descendent,3.99,Aftershock,6026.0
Redneck,3.99,Image,6011.0
Last Stop On Red Line,3.99,Dark Horse,5960.0
Dark Red,3.99,Aftershock,5866.0
James Bond 007,3.99,Dynamite,5850.0
Invader Zim,3.99,Oni,5769.0
James Bond Origin,3.99,Dynamite,5769.0
Scooby Doo Team Up,2.99,DC,5686.0
Jim Henson Storyteller Sirens,3.99,Boom,5684.0
TMNT Urban Legends,3.99,IDW,5656.0
Samurai Jack Lost Worlds,3.99,IDW,5632.0
Barbarella Dejah Thoris,3.99,Dynamite,5539.0
TMNT Urban Legends,3.99,IDW,5538.0
Doctor Who 13th,3.99,Titan,5535.0
Road of Bones,3.99,IDW,5480.0
Xena Warrior Princess,3.99,Dynamite,5480.0
Bloodshot Rising Spirit,3.99,Valiant,5419.0
Zombie Tramp,4.99,Action Lab,5414.0
Unstoppable Wasp,3.99,Marvel,5391.0
Beasts of Burden Presence of Others,3.99,Dark Horse,5360.0
Major X,3.99,Marvel,5307.0
War of Realms,4.99,Marvel,5291.0
Doctor Who 13th,3.99,Titan,5252.0
Robotech,3.99,Titan,5211.0
Walk Through Hell,3.99,Aftershock,5166.0
Kiss End,3.99,Dynamite,5117.0
Life & Death of Toyo Harada,4.99,Valiant,5109.0
Incursion,3.99,Valiant,4969.0
Immortal Hulk,3.99,Marvel,4962.0
American Carnage,3.99,DC,4919.0
Rags,3.99,Antarctic,4669.0
Tank Girl,3.99,Titan,4665.0
Forgotten Queen,3.99,Valiant,4642.0
Livewire,3.99,Valiant,4640.0
Tarot Witch of the Black Rose,2.95,Broadsword,4622.0
Street Fighter 2019 Pinup Special,3.99,Udon,4519.0
Hillbilly Red Eyed Witchery From Beyond,3.99,Albatross,4491.0
Rick & Morty,3.99,Oni,4439.0
Skyward,3.99,Image,4343.0
Amazing Spider-Man,3.99,Marvel,4237.0
Ghost Tree,3.99,IDW,4219.0
Dick Tracy Forever,3.99,IDW,4199.0
Mary Shelley Monster Hunter,3.99,Aftershock,4176.0
Goon,5.99,Albatross,4162.0
Joe Golem Occult Detective Conjurors,3.99,Dark Horse,4025.0
Detective Comics,3.99,DC,3967.0
Curse Words,3.99,Image,3906.0
Bloodborne,3.99,Titan,3877.0
Betty & Veronica,3.99,Archie,3831.0
