date,earnings
May 3 2013,68858555
May 4 2013,62273218
May 5 2013,43012812
May 6 2013,11267610
May 7 2013,11286896
May 8 2013,8112391
May 9 2013,7609602
May 10 2013,19713832
May 11 2013,32053127
May 12 2013,20758656
May 13 2013,4615742
May 14 2013,5161138
May 15 2013,3871497
May 16 2013,3296807
May 17 2013,9514115
May 18 2013,15425978
May 19 2013,10830001
May 20 2013,3206057
May 21 2013,2752186
May 22 2013,2256761
May 23 2013,2205543
May 24 2013,5146416
May 25 2013,7533154
May 26 2013,6645022
May 27 2013Memorial Day,5368815
May 28 2013,1559997
May 29 2013,1246787
May 30 2013,1162570
May 31 2013,2252846
Jun 1 2013,3640320
Jun 2 2013,2549285
Jun 3 2013,755230
Jun 4 2013,880326
Jun 5 2013,808293
Jun 6 2013,898080
Jun 7 2013,1695033
Jun 8 2013,2482605
Jun 9 2013,1576023
Jun 10 2013,669037
Jun 11 2013,654328
Jun 12 2013,553112
Jun 13 2013,542436
Jun 14 2013,749066
Jun 15 2013,1053987
Jun 16 2013,1153802
Jun 17 2013,326102
Jun 18 2013,368605
Jun 19 2013,315633
Jun 20 2013,275788
Jun 21 2013,770823
Jun 22 2013,926997
Jun 23 2013,514762
Jun 24 2013,208423
Jun 25 2013,236862
Jun 26 2013,219957
Jun 27 2013,209010
Jun 28 2013,416180
Jun 29 2013,597777
Jun 30 2013,347192
Jul 1 2013,163901
Jul 2 2013,129165
Jul 3 2013,120249
Jul 4 2013Independence Day,122799
Jul 5 2013,179504
Jul 6 2013,198831
Jul 7 2013,103333
Jul 8 2013,44875
Jul 9 2013,57025
Jul 10 2013,50762
Jul 11 2013,46039
